Name,Created time,Last edited time,Note Type,Status
"Work Day (@January 9, 2024)","January 9, 2024 6:20 AM","January 10, 2024 9:14 PM",Fleeting,Unprocessed
Fucking Flu,"January 11, 2024 4:09 AM","January 11, 2024 4:10 AM",Fleeting,Processed
"Work Day (@January 16, 2024)","January 16, 2024 7:08 AM","January 16, 2024 7:08 AM",Fleeting,Unprocessed
"Work Day (@January 17, 2024)","January 17, 2024 5:10 AM","January 17, 2024 5:10 AM",Fleeting,Unprocessed
In Fire,"January 18, 2024 2:34 AM","January 18, 2024 2:36 AM",Fleeting,Unprocessed
Coming Back To This,"January 23, 2024 2:14 AM","January 23, 2024 2:19 AM",Fleeting,Unprocessed
Eureka,"January 25, 2024 2:30 AM","January 25, 2024 2:33 AM",Fleeting,Processed
"Work Day (@January 30, 2024)","January 30, 2024 7:48 AM","January 30, 2024 7:48 AM",Fleeting,Unprocessed
"Work Day (@February 1, 2024)","February 1, 2024 7:44 AM","February 1, 2024 7:44 AM",Fleeting,Unprocessed
Where Our Blue Is,"February 2, 2024 1:58 AM","February 2, 2024 2:05 AM",Literature,Processed
"Work Day (@February 2, 2024)","February 2, 2024 7:09 AM","February 2, 2024 9:31 PM",Fleeting,Unprocessed
Kurisu's Second Brain,"February 3, 2024 2:55 PM","June 1, 2024 5:25 PM",Literature,Processed
I'm Still Me,"February 3, 2024 3:00 PM","March 21, 2024 1:55 AM",Literature,Unprocessed
Using Time Efficiently,"February 3, 2024 4:02 PM","June 1, 2024 5:58 PM",Literature,Unprocessed
Military Code,"February 3, 2024 4:39 PM","February 3, 2024 4:40 PM",Literature,Unprocessed
Moeka's Employer,"February 3, 2024 5:11 PM","February 3, 2024 5:12 PM",Literature,Unprocessed
Sense Of Self,"February 3, 2024 5:47 PM","February 3, 2024 5:48 PM",Literature,Unprocessed
Our Second Persona,"February 5, 2024 12:42 AM","February 5, 2024 12:44 AM",Literature,Unprocessed
Criticism Alone Doesn't Help Anything,"February 5, 2024 12:53 AM","February 5, 2024 12:55 AM",Literature,Unprocessed
Nobody Can Take Your Place,"February 5, 2024 1:12 AM","February 5, 2024 1:13 AM",Permanent,Unprocessed
"Work Day (@February 6, 2024)","February 6, 2024 6:25 AM","February 6, 2024 6:25 AM",Fleeting,Unprocessed
"Work Day (@February 8, 2024)","February 8, 2024 6:38 AM","February 8, 2024 6:38 AM",Fleeting,Unprocessed
Harsh But True Criticisms,"February 11, 2024 10:47 PM","February 11, 2024 10:48 PM",Literature,Unprocessed
Proof Of Self,"February 12, 2024 5:18 PM","February 12, 2024 5:22 PM",Literature,Unprocessed
Rising Above Resentment,"February 12, 2024 5:27 PM","February 19, 2024 3:51 PM",Literature,Unprocessed
Nancy,"February 13, 2024 1:46 AM","February 19, 2024 3:01 PM",Fleeting,Processed
"Work Day (@February 13, 2024)","February 13, 2024 6:34 AM","February 13, 2024 6:34 AM",Fleeting,Unprocessed
Generational Gifts,"February 18, 2024 11:59 PM","February 19, 2024 12:16 AM",Literature,Unprocessed
"Work Day (@February 19, 2024)","February 19, 2024 5:29 AM","February 19, 2024 5:29 AM",Fleeting,Unprocessed
Warrior Mindset In Peaceful Times,"February 19, 2024 10:02 PM","February 19, 2024 10:23 PM",Literature,Unprocessed
"Work Day (@February 20, 2024)","February 20, 2024 5:38 AM","February 20, 2024 10:29 PM",Fleeting,Unprocessed
Amadeus And Salieri,"February 21, 2024 1:17 AM","June 11, 2024 2:57 AM",Literature,Unprocessed
"Work Day (@February 21, 2024)","February 21, 2024 6:43 AM","February 21, 2024 6:43 AM",Fleeting,Unprocessed
"Work Day (@February 23, 2024)","February 23, 2024 7:20 AM","February 23, 2024 7:20 AM",Fleeting,Unprocessed
"Work Day (@February 26, 2024)","February 26, 2024 5:15 AM","February 26, 2024 5:15 AM",Fleeting,Unprocessed
"Work Day (@February 27, 2024)","February 27, 2024 5:49 AM","February 27, 2024 5:49 AM",Fleeting,Unprocessed
"Work Day (@February 28, 2024)","February 28, 2024 6:20 AM","February 28, 2024 6:20 AM",Fleeting,Unprocessed
"Work Day (@February 29, 2024)","February 29, 2024 5:50 AM","February 29, 2024 1:31 PM",Fleeting,Unprocessed
I’m Tired Boss,"March 1, 2024 2:39 AM","March 1, 2024 2:42 AM",Fleeting,Unprocessed
"Work Day (@March 1, 2024)","March 1, 2024 5:31 AM","March 1, 2024 5:31 AM",Fleeting,Unprocessed
Weekend Rollercoaster Of Emotions,"March 4, 2024 1:55 AM","March 4, 2024 2:21 AM",Fleeting,Processed
"Work Day (@March 4, 2024)","March 4, 2024 6:51 AM","March 4, 2024 6:51 AM",Fleeting,Unprocessed
"Work Day (@March 5, 2024)","March 5, 2024 5:14 AM","March 5, 2024 5:14 AM",Fleeting,Unprocessed
"Work Day (@March 7, 2024)","March 7, 2024 7:12 AM","March 7, 2024 7:12 AM",Fleeting,Unprocessed
What Is Vite?,"March 9, 2024 8:20 PM","March 9, 2024 8:53 PM",Fleeting,Unprocessed
"Just Let Me Sleep, Please","March 18, 2024 12:56 AM","March 18, 2024 1:06 AM",Fleeting,Processed
It's Okay Now,"March 19, 2024 1:26 AM","June 11, 2024 2:54 AM",Literature,Unprocessed
Wavering Thoughts,"March 19, 2024 1:28 AM","March 19, 2024 1:32 AM",Literature,Unprocessed
"Work Day (@March 19, 2024)","March 19, 2024 6:53 AM","March 19, 2024 6:53 AM",Fleeting,Unprocessed
Kagarii's Stratfor Code Name,"March 21, 2024 1:53 AM","March 21, 2024 1:54 AM",Literature,Unprocessed
"Work Day (@March 22, 2024)","March 22, 2024 5:00 AM","March 22, 2024 5:00 AM",Fleeting,Unprocessed
Is This What Death Feels Like?,"March 28, 2024 3:02 PM","March 28, 2024 3:56 PM",Literature,Unprocessed
Soul Vs Memories,"March 28, 2024 3:25 PM","March 28, 2024 3:56 PM",Literature,Unprocessed
Recharging Batteries,"March 30, 2024 3:33 AM","March 31, 2024 9:31 PM",Fleeting,Unprocessed
Deceiving Yourself Vs Deceiving The World,"March 31, 2024 9:32 PM","April 1, 2024 1:53 AM",Literature,Unprocessed
It's Memories What Makes Us Who We Are,"April 1, 2024 1:02 AM","May 23, 2024 2:20 AM",Literature,Unprocessed
Example Of Coming To Terms With Yort Decisions,"April 1, 2024 1:17 AM","April 1, 2024 1:21 AM",Literature,Unprocessed
A Person Is Nothing But Their Memories,"April 1, 2024 1:44 AM","April 1, 2024 1:45 AM",Literature,Unprocessed
"Work Day (@April 1, 2024)","April 1, 2024 5:00 AM","April 1, 2024 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 3, 2024)","April 3, 2024 5:00 AM","April 4, 2024 12:44 PM",Fleeting,Unprocessed
"Work Day (@April 4, 2024)","April 4, 2024 5:01 AM","April 4, 2024 12:44 PM",Fleeting,Unprocessed
"Work Day (@April 5, 2024)","April 5, 2024 5:00 AM","April 5, 2024 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 9, 2024)","April 9, 2024 5:00 AM","April 9, 2024 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 10, 2024)","April 10, 2024 5:01 AM","April 10, 2024 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 12, 2024)","April 12, 2024 5:00 AM","April 12, 2024 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 29, 2024)","April 29, 2024 7:30 AM","April 29, 2024 7:30 AM",Fleeting,Unprocessed
"Work Day (@May 1, 2024)","May 1, 2024 7:59 AM","May 1, 2024 7:59 AM",Fleeting,Unprocessed
"Work Day (@May 2, 2024)","May 2, 2024 6:43 AM","May 2, 2024 6:43 AM",Fleeting,Unprocessed
"Work Day (@May 3, 2024)","May 3, 2024 5:49 AM","May 3, 2024 5:49 AM",Fleeting,Unprocessed
"Work Day (@May 6, 2024)","May 6, 2024 5:54 AM","May 6, 2024 5:54 AM",Fleeting,Unprocessed
"Work Day (@May 10, 2024)","May 10, 2024 7:21 AM","May 10, 2024 7:21 AM",Fleeting,Unprocessed
"Work Day (@May 14, 2024)","May 14, 2024 5:47 AM","May 14, 2024 5:47 AM",Fleeting,Unprocessed
"Work Day (@May 15, 2024)","May 15, 2024 7:58 AM","May 15, 2024 7:58 AM",Fleeting,Unprocessed
Scientific Gatekeeping,"May 21, 2024 2:01 AM","May 21, 2024 2:03 AM",Literature,Unprocessed
Too Much Comfort Can Blind People,"May 21, 2024 2:23 AM","May 23, 2024 2:20 AM",Literature,Unprocessed
Ideas For A Project Like Laravel Spark,"May 21, 2024 2:27 AM","May 23, 2024 2:20 AM",Literature,Unprocessed
Influence Remains,"May 21, 2024 2:29 AM","May 23, 2024 1:33 AM",Literature,Unprocessed
"Work Day (@May 22, 2024)","May 22, 2024 6:15 AM","May 22, 2024 6:15 AM",Fleeting,Unprocessed
Patriotic Moment In Steins Gate,"May 23, 2024 1:28 AM","May 23, 2024 1:29 AM",Literature,Unprocessed
Just Leave It To Me,"May 23, 2024 1:29 AM","May 23, 2024 1:35 AM",Literature,Unprocessed
Gehenna's Stigma,"May 25, 2024 3:15 PM","May 25, 2024 3:27 PM",Literature,Unprocessed
Putting Too Much Faith In Common Sense,"May 25, 2024 3:46 PM","May 25, 2024 3:47 PM",Literature,Unprocessed
Extreme Muscle Relaxation,"May 25, 2024 3:47 PM","May 25, 2024 3:48 PM",Literature,Unprocessed
I Hope Someday You Can Smile For Real,"May 25, 2024 3:55 PM","May 25, 2024 3:56 PM",Literature,Unprocessed
Time Heals All Wounds,"June 11, 2024 2:31 AM","June 11, 2024 3:17 AM",Permanent,Processed
"Work Day (@January 1, 2026)","January 1, 2026 5:05 AM","January 1, 2026 5:05 AM",Fleeting,Unprocessed
"Work Day (@January 2, 2026)","January 2, 2026 5:13 AM","January 2, 2026 5:13 AM",Fleeting,Unprocessed
"Work Day (@January 5, 2026)","January 5, 2026 5:02 AM","January 5, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@January 6, 2026)","January 6, 2026 5:00 AM","January 6, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@January 7, 2026)","January 7, 2026 5:20 AM","January 7, 2026 5:20 AM",Fleeting,Unprocessed
"Work Day (@January 8, 2026)","January 8, 2026 5:02 AM","January 8, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@January 9, 2026)","January 9, 2026 5:21 AM","January 9, 2026 5:21 AM",Fleeting,Unprocessed
"Work Day (@January 12, 2026)","January 12, 2026 5:06 AM","January 12, 2026 5:06 AM",Fleeting,Unprocessed
"Work Day (@January 13, 2026)","January 13, 2026 5:21 AM","January 13, 2026 5:21 AM",Fleeting,Unprocessed
"Work Day (@January 14, 2026)","January 14, 2026 5:37 AM","January 14, 2026 5:37 AM",Fleeting,Unprocessed
"Work Day (@January 15, 2026)","January 15, 2026 5:16 AM","January 15, 2026 5:16 AM",Fleeting,Unprocessed
"Work Day (@January 16, 2026)","January 16, 2026 5:15 AM","January 16, 2026 5:15 AM",Fleeting,Unprocessed
"Work Day (@January 19, 2026)","January 19, 2026 5:19 AM","January 19, 2026 5:19 AM",Fleeting,Unprocessed
"Work Day (@January 20, 2026)","January 20, 2026 5:06 AM","January 20, 2026 5:06 AM",Fleeting,Unprocessed
"Work Day (@January 21, 2026)","January 21, 2026 5:25 AM","January 21, 2026 5:25 AM",Fleeting,Unprocessed
"Work Day (@January 22, 2026)","January 22, 2026 5:27 AM","January 22, 2026 5:27 AM",Fleeting,Unprocessed
"Work Day (@January 23, 2026)","January 23, 2026 5:18 AM","January 23, 2026 5:18 AM",Fleeting,Unprocessed
"Work Day (@January 26, 2026)","January 26, 2026 5:00 AM","January 26, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@January 27, 2026)","January 27, 2026 5:25 AM","January 27, 2026 5:25 AM",Fleeting,Unprocessed
"Work Day (@January 28, 2026)","January 28, 2026 5:27 AM","January 28, 2026 5:27 AM",Fleeting,Unprocessed
"Work Day (@January 29, 2026)","January 29, 2026 5:07 AM","January 29, 2026 5:07 AM",Fleeting,Unprocessed
"Work Day (@January 30, 2026)","January 30, 2026 5:08 AM","January 30, 2026 5:08 AM",Fleeting,Unprocessed
"Work Day (@February 2, 2026)","February 2, 2026 5:04 AM","February 2, 2026 5:04 AM",Fleeting,Unprocessed
"Work Day (@February 3, 2026)","February 3, 2026 5:10 AM","February 3, 2026 5:10 AM",Fleeting,Unprocessed
"Work Day (@February 4, 2026)","February 4, 2026 5:20 AM","February 4, 2026 5:20 AM",Fleeting,Unprocessed
"Work Day (@February 5, 2026)","February 5, 2026 5:15 AM","February 5, 2026 5:15 AM",Fleeting,Unprocessed
"Work Day (@February 6, 2026)","February 6, 2026 5:18 AM","February 6, 2026 5:18 AM",Fleeting,Unprocessed
"Work Day (@February 9, 2026)","February 9, 2026 5:02 AM","February 9, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@February 10, 2026)","February 10, 2026 5:20 AM","February 10, 2026 5:20 AM",Fleeting,Unprocessed
"Work Day (@February 11, 2026)","February 11, 2026 5:14 AM","February 11, 2026 5:14 AM",Fleeting,Unprocessed
"Work Day (@February 12, 2026)","February 12, 2026 5:15 AM","February 12, 2026 5:15 AM",Fleeting,Unprocessed
"Work Day (@February 13, 2026)","February 13, 2026 5:11 AM","February 13, 2026 5:11 AM",Fleeting,Unprocessed
Anonymous Code References Through Science Adventure Media,"February 15, 2026 10:27 PM","February 15, 2026 11:08 PM",Literature,Unprocessed
"Work Day (@February 16, 2026)","February 16, 2026 5:03 AM","February 16, 2026 5:03 AM",Fleeting,Unprocessed
"Work Day (@February 17, 2026)","February 17, 2026 5:11 AM","February 17, 2026 5:11 AM",Fleeting,Unprocessed
"Work Day (@February 18, 2026)","February 18, 2026 5:14 AM","February 18, 2026 5:14 AM",Fleeting,Unprocessed
"Work Day (@February 19, 2026)","February 19, 2026 5:05 AM","February 19, 2026 5:05 AM",Fleeting,Unprocessed
"Work Day (@February 20, 2026)","February 20, 2026 5:17 AM","February 20, 2026 5:17 AM",Fleeting,Unprocessed
"Work Day (@February 23, 2026)","February 23, 2026 5:05 AM","February 23, 2026 5:05 AM",Fleeting,Unprocessed
"Work Day (@February 24, 2026)","February 24, 2026 5:05 AM","February 24, 2026 5:05 AM",Fleeting,Unprocessed
"Work Day (@February 25, 2026)","February 25, 2026 5:15 AM","February 25, 2026 5:15 AM",Fleeting,Unprocessed
"Work Day (@February 26, 2026)","February 26, 2026 5:15 AM","February 26, 2026 5:15 AM",Fleeting,Unprocessed
"Work Day (@February 27, 2026)","February 27, 2026 5:05 AM","February 27, 2026 5:05 AM",Fleeting,Unprocessed
"Work Day (@March 2, 2026)","March 2, 2026 5:10 AM","March 2, 2026 5:10 AM",Fleeting,Unprocessed
"Work Day (@March 3, 2026)","March 3, 2026 5:16 AM","March 3, 2026 5:16 AM",Fleeting,Unprocessed
"Work Day (@March 4, 2026)","March 4, 2026 5:09 AM","March 4, 2026 5:09 AM",Fleeting,Unprocessed
"Work Day (@March 5, 2026)","March 5, 2026 5:10 AM","March 5, 2026 5:10 AM",Fleeting,Unprocessed
"Work Day (@March 6, 2026)","March 6, 2026 5:17 AM","March 6, 2026 5:17 AM",Fleeting,Unprocessed
"Work Day (@March 9, 2026)","March 9, 2026 5:00 AM","March 9, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 10, 2026)","March 10, 2026 5:01 AM","March 10, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@March 11, 2026)","March 11, 2026 5:00 AM","March 11, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 12, 2026)","March 12, 2026 5:00 AM","March 12, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 13, 2026)","March 13, 2026 5:00 AM","March 13, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 16, 2026)","March 16, 2026 5:00 AM","March 16, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 17, 2026)","March 17, 2026 5:00 AM","March 17, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 18, 2026)","March 18, 2026 5:00 AM","March 18, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 19, 2026)","March 19, 2026 5:01 AM","March 19, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@March 20, 2026)","March 20, 2026 5:00 AM","March 20, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 23, 2026)","March 23, 2026 5:01 AM","March 23, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@March 24, 2026)","March 24, 2026 5:01 AM","March 24, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@March 25, 2026)","March 25, 2026 5:00 AM","March 25, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 26, 2026)","March 26, 2026 5:00 AM","March 26, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@March 27, 2026)","March 27, 2026 5:01 AM","March 27, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@March 30, 2026)","March 30, 2026 5:02 AM","March 30, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@March 31, 2026)","March 31, 2026 5:01 AM","March 31, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 1, 2026)","April 1, 2026 5:02 AM","April 1, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@April 2, 2026)","April 2, 2026 5:00 AM","April 2, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 3, 2026)","April 3, 2026 5:00 AM","April 3, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 6, 2026)","April 6, 2026 5:02 AM","April 6, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@April 7, 2026)","April 7, 2026 5:00 AM","April 7, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 8, 2026)","April 8, 2026 5:00 AM","April 8, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 9, 2026)","April 9, 2026 5:00 AM","April 9, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 10, 2026)","April 10, 2026 5:01 AM","April 10, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 13, 2026)","April 13, 2026 5:02 AM","April 13, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@April 14, 2026)","April 14, 2026 5:00 AM","April 14, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 15, 2026)","April 15, 2026 5:01 AM","April 15, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 16, 2026)","April 16, 2026 5:00 AM","April 16, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 17, 2026)","April 17, 2026 5:03 AM","April 17, 2026 5:03 AM",Fleeting,Unprocessed
"Work Day (@April 20, 2026)","April 20, 2026 5:00 AM","April 20, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 21, 2026)","April 21, 2026 5:00 AM","April 21, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 22, 2026)","April 22, 2026 5:00 AM","April 22, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@April 23, 2026)","April 23, 2026 5:01 AM","April 23, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 24, 2026)","April 24, 2026 5:01 AM","April 24, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 27, 2026)","April 27, 2026 5:01 AM","April 27, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 28, 2026)","April 28, 2026 5:01 AM","April 28, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 29, 2026)","April 29, 2026 5:01 AM","April 29, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@April 30, 2026)","April 30, 2026 5:01 AM","April 30, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 1, 2026)","May 1, 2026 5:02 AM","May 1, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@May 4, 2026)","May 4, 2026 5:01 AM","May 4, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 5, 2026)","May 5, 2026 5:00 AM","May 5, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 6, 2026)","May 6, 2026 5:00 AM","May 6, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 7, 2026)","May 7, 2026 5:00 AM","May 7, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 8, 2026)","May 8, 2026 5:00 AM","May 8, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 11, 2026)","May 11, 2026 5:02 AM","May 11, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@May 12, 2026)","May 12, 2026 5:01 AM","May 12, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 13, 2026)","May 13, 2026 5:01 AM","May 13, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 14, 2026)","May 14, 2026 5:00 AM","May 14, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 15, 2026)","May 15, 2026 5:02 AM","May 15, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@May 18, 2026)","May 18, 2026 5:00 AM","May 18, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 19, 2026)","May 19, 2026 5:00 AM","May 19, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 20, 2026)","May 20, 2026 5:00 AM","May 20, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 21, 2026)","May 21, 2026 5:02 AM","May 21, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@May 22, 2026)","May 22, 2026 5:01 AM","May 22, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 25, 2026)","May 25, 2026 5:00 AM","May 25, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 26, 2026)","May 26, 2026 5:02 AM","May 26, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@May 27, 2026)","May 27, 2026 5:01 AM","May 27, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@May 28, 2026)","May 28, 2026 5:00 AM","May 28, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@May 29, 2026)","May 29, 2026 5:01 AM","May 29, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 1, 2026)","June 1, 2026 5:02 AM","June 1, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@June 2, 2026)","June 2, 2026 5:01 AM","June 2, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 3, 2026)","June 3, 2026 5:01 AM","June 3, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 4, 2026)","June 4, 2026 5:00 AM","June 4, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 5, 2026)","June 5, 2026 5:01 AM","June 5, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 8, 2026)","June 8, 2026 5:02 AM","June 8, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@June 9, 2026)","June 9, 2026 5:01 AM","June 9, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 10, 2026)","June 10, 2026 5:00 AM","June 10, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 11, 2026)","June 11, 2026 5:00 AM","June 11, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 12, 2026)","June 12, 2026 5:01 AM","June 12, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 15, 2026)","June 15, 2026 5:00 AM","June 15, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 16, 2026)","June 16, 2026 5:01 AM","June 16, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 17, 2026)","June 17, 2026 5:01 AM","June 17, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 18, 2026)","June 18, 2026 5:01 AM","June 18, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 19, 2026)","June 19, 2026 5:02 AM","June 19, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@June 22, 2026)","June 22, 2026 5:00 AM","June 22, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 23, 2026)","June 23, 2026 5:01 AM","June 23, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 24, 2026)","June 24, 2026 5:01 AM","June 24, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@June 25, 2026)","June 25, 2026 5:00 AM","June 25, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 26, 2026)","June 26, 2026 5:00 AM","June 26, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 29, 2026)","June 29, 2026 5:00 AM","June 29, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@June 30, 2026)","June 30, 2026 5:01 AM","June 30, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 1, 2026)","July 1, 2026 5:01 AM","July 1, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 2, 2026)","July 2, 2026 5:00 AM","July 2, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 3, 2026)","July 3, 2026 5:01 AM","July 3, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 6, 2026)","July 6, 2026 5:01 AM","July 6, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 7, 2026)","July 7, 2026 5:00 AM","July 7, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 8, 2026)","July 8, 2026 5:00 AM","July 8, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 9, 2026)","July 9, 2026 5:00 AM","July 9, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 10, 2026)","July 10, 2026 5:01 AM","July 10, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 13, 2026)","July 13, 2026 5:02 AM","July 13, 2026 5:02 AM",Fleeting,Unprocessed
"Work Day (@July 14, 2026)","July 14, 2026 5:00 AM","July 14, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 15, 2026)","July 15, 2026 5:01 AM","July 15, 2026 5:01 AM",Fleeting,Unprocessed
"Work Day (@July 16, 2026)","July 16, 2026 5:00 AM","July 16, 2026 5:00 AM",Fleeting,Unprocessed
"Work Day (@July 17, 2026)","July 17, 2026 5:00 AM","July 17, 2026 5:00 AM",Fleeting,Unprocessed
How To Access AWS Using The AWS Command Line Interface,"August 10, 2022 1:38 AM","September 20, 2023 2:23 AM",Literature,Processed
Billing,"August 10, 2022 2:25 AM","September 20, 2023 2:23 AM",Literature,Processed
Service Health Dashboard,"August 10, 2022 2:50 AM","September 20, 2023 2:23 AM",Literature,Processed
What is EC2?,"August 11, 2022 11:50 PM","September 20, 2023 2:23 AM",Literature,Processed
Launch Types,"August 12, 2022 3:05 AM","September 20, 2023 2:23 AM",Literature,Processed
Understanding JavaScript Runtimes,"August 18, 2022 12:00 AM","September 20, 2023 2:23 AM",Literature,Processed
Key Pairs,"September 27, 2022 1:00 AM","September 20, 2023 2:23 AM",Literature,Processed
IP Addresses,"October 1, 2022 1:54 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create An Internet Gateway,"October 5, 2022 1:48 AM","September 20, 2023 2:23 AM",Literature,Processed
How To Create A Route Table,"October 5, 2022 1:48 AM","September 20, 2023 2:23 AM",Literature,Processed
Cross-zone Load Balancing,"October 6, 2022 2:23 AM","September 20, 2023 2:23 AM",Literature,Processed
Load Balancing,"October 7, 2022 1:11 AM","September 20, 2023 2:23 AM",Literature,Processed
Listeners,"October 10, 2022 11:46 PM","September 20, 2023 2:23 AM",Literature,Processed
How To Create A Launch Configuration Template,"October 11, 2022 2:04 AM","September 20, 2023 2:23 AM",Literature,Processed
Scaling Policies,"October 12, 2022 12:30 AM","September 20, 2023 2:23 AM",Literature,Processed
